Device,Device Type,Vendor,Model,Software Version,EIGRP Enabling,ISIS Enabling,OSPF Enabling,BGP Enabling,MC-LAG Enabling,VXLAN Enabling,NAT Enabling
PE-ASR1K-01,Cisco Router,Cisco,ASR1001-X,16.09.04,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
PE-ASR1K-02,Cisco Router,Cisco,ASR1001-X,03.12.00a.S,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
PE1-MX,Juniper Router,Juniper,MX150,14.1R4.8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
PE3-MX,Juniper Router,Juniper,MX150,14.1R4.8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Paris-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
QinQ-MGMT,Cisco Router,Cisco,CGS-MGS-AGS,15.2(CML_NIGHTLY_20150703)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
R5,Cisco Router,Cisco,CGS-MGS-AGS,15.7(3)M2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Rout,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Router-HQ1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
S4,Cisco Router,Cisco,CGS-MGS-AGS,15.4(1)T,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
S5,Cisco Router,Cisco,CGS-MGS-AGS,15.4(1)T,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNMPv3-LAB1-MGMT,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SSHv2_7206VXR,Cisco Router,Cisco,7206VXR,15.2(4)S7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SW1-ARS,Arista Switch,Arista,vEOS,4.17.2F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SW2-ARS,Arista Switch,Arista,vEOS,4.17.2F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SW_Hub16,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SW_Hub18,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SanJose_Core,Cisco Router,Cisco,2811,15.1(4)M2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Scl-Acc-2960X-01,Cisco IOS Switch,Cisco,WS-C2960XR-48TS-I,15.0(2)EX5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scl-Dist-3750-02,Cisco IOS Switch,Cisco,WS-C3750-24P,12.2(53)SE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sjc-Acc-2960-01,Cisco IOS Switch,Cisco,WS-C2960-48TT-L,12.2(50)SE5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sjc-Acc-2960-02,Cisco IOS Switch,Cisco,catalyst296048TT,12.2(44)SE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sjc-Core-3560x-01,Cisco IOS Switch,Cisco,WS-C3560X-24,15.0(2)SE7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Sjc-Dist-3750-01,Cisco IOS Switch,Cisco,WS-C3750-24P,12.2(55)SE6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sjc-Dist-3750-02,Cisco IOS Switch,Cisco,WS-C3750-24P,12.2(55)SE6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Switch,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US-BOS-R2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-BOS-SW1,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
US-BOS-SW2,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
US-BOS-SW3,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
US-BOS-SW4,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
US-BOS-SW5,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US-DFW-R2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-LAX-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-NYC-Paloalto-FW,Palo Alto Firewall,Palo Alto Networks,PA-VM,10.0.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
US-NYC-SW1,Cisco IOS Switch,Cisco,3560E,15.2(CML_NIGHTLY_20180510)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US-Portland-R2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-SAN-R2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-SFO-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-SMF-SW2,Arista Switch,Arista,vEOS,4.17.2F,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
VEdge-1,Cisco Router,Cisco,ISR4321/K9,16.10.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
VEdge-2-SW1,Cisco IOS Switch,Cisco,WS-C2960-24-S,15.0(2)SE8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VEdge-3-SW,Cisco IOS Switch,Cisco,WS-C2960-24-S,15.0(2)SE8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VPLS_P08,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
VRF-PE1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
VRF-PE2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
bjta002114-SW7,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
bjta002236-SW5,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
qapp-c3560-1,Cisco IOS Switch,Cisco,catalyst3560G24TS,12.2(53)SE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
qapp-force10,Dell Force10 Switch,Dell,S50N,8.4.2.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sw-4500-15,Cisco IOS Switch,Cisco,WS-C4500X-32,03.03.02.SG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw2960-125,Cisco IOS Switch,Cisco,Catalyst 29xxStack,15.0(2)EX5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7750SR12,Alcatel Lucent Service Router,Nokia,7750 SR12,B-12.0.R6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ACI-L3OUT-246,Cisco IOS Switch,Cisco,WS-C3750X-48P,15.0(2)SE9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ACI-L3OUT-50.23,Cisco Nexus Switch,Cisco,N9K-C9372TX-E,7.0(3)I4(7),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ACI-QA-SW1,Cisco IOS Switch,Cisco,WS-C3850-48P,03.06.06E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACI-SERVICEGRAPH-FW,Cisco ASA Firewall,Cisco,ASA5515,9.8(3)26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AP-3.2-FENWAY,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
APd46d.5091.e1dc,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASA,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ASA,Router",Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASA-AA/act,Cisco ASA Firewall,,ASA5510,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASA-AA/context1/act,Cisco ASA Firewall,,ASA5510,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
BJ*POP,Cisco Router,Cisco,2811,12.3(11)T3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
BJ-3750-2,Cisco IOS Switch,Cisco,WS-C3750G-48TS,12.2(55)SE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ-Arista-1,Arista Switch,Arista,DCS-7010T-48,4.14.7M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ-Arista-2,Arista Switch,Arista,DCS-7050Q-16,4.12.7.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ-Avaya-2,Avaya Switch,Avaya,ERS 5520,Ethernet Routing Switch 3550T         HW:01       FW:5.3.0.6   SW:v5.3.0.004 BN:04 (c) Avaya Networks,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ-Cat-5000,Cisco Catalyst Switch,Cisco,Catalyst wsc5000,Cisco Systems WS-C5000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ-R2,Cisco Router,Cisco,2811,12.4(15)T4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ_Acc_SW1,Cisco IOS Switch,Cisco,catalyst295024,12.1(9)EA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ_Dis_SW2,Cisco IOS Switch,Cisco,WS-C2950-24,12.1(22)EA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ_L2_Core_4,Cisco IOS Switch,Cisco,WS-C3750-24TS,12.2(55)SE4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
BJ_L2_Core_5,Cisco IOS Switch,Cisco,catalyst356048TS,12.2(50)SE1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
BJ_L2_Core_6,Cisco IOS Switch,Cisco,WS-C3560-48TS,12.2(50)SE1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
BJ_core_3550,Cisco IOS Switch,Cisco,WS-C3550-24,12.1(22)EA2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
BOS-N9K-L3OUT,Cisco Nexus Switch,Cisco,N9K-C9372TX-E,9.2(4),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
BST,Cisco Router,Cisco,2503,12.0(20011017:155337),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BSTX,Cisco Router,Cisco,2811,12.4(15)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BST_POP2,Cisco Router,Cisco,2621,12.4(3),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
BUR-R206-Forti200F-2,Fortinet FortiGate Firewall,Fortinet,"FortiGate-200F","FortiGate-200F v7.2.5,build1517,230606 (GA.F)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BUR-R206-Forti200F-2_(Cloud_Lab),Fortinet FortiGate Firewall,Fortinet,,"FortiGate-200F v7.2.5,build1517,230606 (GA.F)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
BUR12-LAB-SW1,Cisco IOS Switch,Cisco,Catalyst 29xxStack,15.0(2)EX5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BUR12-POCMGMT-SW1,Cisco IOS Switch,Cisco,WS-C3850-24T,03.06.06E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Berlin-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bos-Core-6500,Cisco IOS Switch,Cisco,WS-C3750-24P,12.2(46)SE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Bos-Dist-Nex5k-02,Cisco Nexus Switch,Cisco,N5K-C5548UP,7.0(5)N1(1),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CA-TOR-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
CA-TOR-SW1,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CA-TOR-SW2,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CP-Mgmt,Checkpoint Firewall R80,Checkpoint,"ST-105-00",R80.10 - Build 170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CP_HA1,Checkpoint Firewall R80,Checkpoint,"PB-10-00",R80.10 - Build 170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cisco-N9k,Cisco Nexus Switch,Cisco,N9K-9000v,7.0(3)I7(4),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
EXT-VPN-FW,Cisco ASA Firewall,,ASA5525,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
F5-SW1,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
F5-SW2,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
F5_Lab_SW1,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GLBP_R11,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IPSEC-MGMT,Cisco Router,Cisco,CGS-MGS-AGS,15.2(CML_NIGHTLY_20150703)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IPv6Lab-MPLS,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
IPv6Lab-R7,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
IPv6Lab-R_IPv4,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
IPv6Lab-SW11,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IPv6Lab-SW8,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ISN-Multisite-B,Cisco Nexus Switch,Cisco,N9K-C9372PX-E,7.0(3)I4(1),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ITE_EXTEND,Cisco IOS Switch,Cisco,WS-C3560X-48P,15.2(4)E7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ITE_SW1,Cisco IOS Switch,Cisco,WS-C3850-24T,03.06.06E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Internet_R2,Cisco Router,Cisco,2811,12.4(24)T1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
JMPLS-MGMT,Cisco Router,Cisco,CGS-MGS-AGS,15.2(CML_NIGHTLY_20150703)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
JMPLS-R2,Cisco Router,Cisco,CGS-MGS-AGS,15.2(CML_NIGHTLY_20150703)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
L3out5011,Cisco IOS Switch,Cisco,WS-C3560X-48P,15.2(4)E7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
LWAPP_PROJECT,Cisco IOS Switch,Cisco,WS-C3750-24P,12.2(46)SE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MGMT-SW,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
MPLS-CLOUD-R40,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
MPLS-P-ASR9001-01,Cisco IOS XR,Cisco,ASR-9001,5.2.2[Default],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multicast-MGMT,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multicast-Receive2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multicast-Source2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multicast-Source3,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
N9K-VPLS-1,Cisco Nexus Switch,Cisco,N9K-C9372TX-E,9.2(4),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NATT-ISP,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NATT-NATT,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NATT-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-02,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-03,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-04,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-05,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-07,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-08,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-10,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-11,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-12,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-13,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-17,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-18,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-1502-19,LWAP,Cisco,AIR-CAP3702I-A-K9,15.3(3)JF10$,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NB-VxLAN-Leaf-2,Cisco Nexus Switch,Cisco,N9K-C9300v,9.3(11),FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
NHRP-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NHRP-Spoke1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NHRP-Spoke2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NIC-Lab-XR4,Cisco IOS XR,Cisco,IOSXRV,6.0.0[Default],FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NIC-Lab-XR5,Cisco IOS XR,Cisco,IOSXRV,6.0.0[Default],FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
